"UID_fes2","fes2_EE22_Q01A","fes2_EE22_Q01B","fes2_EE22_Q02A","fes2_EE22_Q02B","fes2_EE22_Q03_A_P","fes2_EE22_Q03_B_P","fes2_EE22_Q05_1","fes2_EE22_Q05_2","fes2_EE22_Q05_3","fes2_EE22_Q05_4","fes2_EE22_Q05_5","fes2_EE22_Q08_1","fes2_EE22_Q08_2","fes2_EE22_Q08_3","fes2_EE22_Q08_4","fes2_EE22_Q08_5","fes2_EE22_Q08_6","fes2_EE22_Q08_7","fes2_EE22_Q03_A_N","fes2_EE22_Q03_B_N","fes2_EE22_Q04","fes2_EE22_Q06","fes2_EE22_Q07","fes2_EE22_Q09","fes2_EE22_Q10G","fes2_EE22_Q10A","fes2_EE22_Q10J","fes2_EE22_Q10E","fes2_EE22_Q10B","fes2_EE22_Q10D","fes2_EE22_Q10H","fes2_EE22_Q10L","fes2_EE22_Q10K","fes2_EE22_Q10C","fes2_EE22_Q11A","fes2_EE22_Q11B","fes2_EE22_Q11C","fes2_EE22_Q11D","fes2_EE22_Q11E","fes2_EE22_Q11G","fes2_EE22_Q11H","fes2_EE22_Q11J","fes2_EE22_Q11L","fes2_EE22_Q11K","fes2_EE22_Q12","fes2_EE22_Q15","fes2_EE22_Q16","fes2_EE22_Q17","fes2_EE22_Q18_1","fes2_EE22_Q18_2","fes2_EE22_Q18_3","fes2_EE22_Q18_4","fes2_EE22_Q18_5","fes2_EE22_Q18_6","fes2_EE22_Q18_7","fes2_EE22_Q18_8","fes2_EE22_Q19","fes2_ccl_q01","fes2_FL_53_DO","cal_AGE","cal_DIPL","cal_SEXE","cal_TUU","cal_ZEAT","PDSPLT_INIT1","PDSPLT_INIT2","POIDS_INIT","cal_AGE1","cal_AGE2","cal_NAT","cal_DIPL2","POIDS_fes2","PDSPLT2_fes2","PDSPLT1_fes2","panel","eayy_a1","eayy_a2a_rec","eayy_a2a_rec2","eayy_a3_rec","eayy_a3b_rec","eayy_a3c_rec","eayy_a3d","eayy_a3e_rec","eayy_a4","eayy_a5","eayy_a5c_rec","eayy_b1","eayy_b1_rev","eayy_b1_sc","eayy_b1_sccjt","eayy_b10a","eayy_b10aa","eayy_b10acjt","eayy_b11","eayy_b11cjt","eayy_b18_rec","eayy_b18c","eayy_b18ccjt","eayy_b18cjt_rec","eayy_b1a","eayy_b1acjt","eayy_b1b","eayy_b1bcjt","eayy_b1cjt","eayy_b1cjt_rev","eayy_b2_11a_rec","eayy_b2_11acjt_rec","eayy_b2_rec","eayy_b25","eayy_b25_rec","eayy_b25cjt_rec","eayy_b2cjt_rec","eayy_b4_rec","eayy_b4cjt_rec","eayy_b5","eayy_b5_rec","eayy_b5a","eayy_b5a_rec","eayy_b5acjt","eayy_b5c","eayy_b5c_rec","eayy_b5ccjt","eayy_b5d_rec","eayy_b6a_12a_rec","eayy_b6a_rec","eayy_b6b_12b_rec","eayy_b6b_rec","eayy_b7b_rec","eayy_b8_rec","eayy_b8cjt_rec","eayy_c1_rec","eayy_c1jeu","eayy_c8","eayy_c8a_rec","eayy_c8b_rec","eayy_d1","eayy_d1_rec","eayy_d2","eayy_d2_rev","eayy_d3","eayy_d4_rec","eayy_d5_rec","eayy_d6","eayy_d7_1","eayy_d7_10","eayy_d7_2","eayy_d7_3","eayy_d7_4","eayy_d7_5","eayy_d7_6","eayy_d7_7","eayy_d7_8","eayy_d7_9","eayy_d7_rev_1","eayy_d7_rev_10","eayy_d7_rev_11","eayy_d7_rev_2","eayy_d7_rev_3","eayy_d7_rev_4","eayy_d7_rev_5","eayy_d7_rev_6","eayy_d7_rev_7","eayy_d7_rev_8","eayy_d7_rev_9","eayy_e1a_rec","eayy_e1b_rec","eayy_e1c_rec","eayy_e1d_rec","eayy_e1e_rec","eayy_e1f","eayy_e1f1_rec","eayy_e1f2_rec","eayy_e1g_rec","eayy_e1h_rec","eayy_e1i_rec","eayy_e1j_rec","eayy_e2a_rec","eayy_e2auc","eayy_e2auc_source","eayy_e3a","eayy_e3b","eayy_e3c","eayy_e3d","eayy_e3e","eayy_e4","eayy_e5","eayy_e6","eayy_f1_rec","eayy_f1_rev","eayy_f1a1","eayy_f3","eayy_f3_rev","eayy_f4","eayy_f6_rec","eayy_f6a","eayy_f7","eayy_f7_1","eayy_f7_10","eayy_f7_11","eayy_f7_12","eayy_f7_13","eayy_f7_14","eayy_f7_15","eayy_f7_2","eayy_f7_3","eayy_f7_4","eayy_f7_5","eayy_f7_6","eayy_f7_8","eayy_f7_9","eayy_f7bis_1","eayy_f7bis_10","eayy_f7bis_11","eayy_f7bis_12","eayy_f7bis_13","eayy_f7bis_14","eayy_f7bis_2","eayy_f7bis_3","eayy_f7bis_4","eayy_f7bis_5","eayy_f7bis_6","eayy_f7bis_7","eayy_f7bis_8","eayy_f7bis_9","eayy_f8","eayy_f9","eayy_g1","eayy_g1_1","eayy_g1_2","eayy_g10","eayy_g2","eayy_g3a","eayy_g3b","eayy_g3c","eayy_g3d","eayy_g4","eayy_g5","eayy_g6_1","eayy_g6_2","eayy_g6_3","eayy_g6_4","eayy_h_c11","eayy_h_teo1","eayy_h1a","eayy_h4","eayy_i1","eayy_i13a","eayy_i13b","eayy_i2","eayy_i8","eayy_j1","eayy_k3","eayy_pcs18","eayy_pcs6","eayy_pcs6cjt","eayy_typmen5","VAGUE"
296,10,6,10,8,2,9999,5,5,5,4,5,3,3,3,1,3,1,3,6666,6666,4,3,2,3,0,10,0,0,2,2,0,0,0,0,2,7,10,5,10,0,9999,0,11,5,3,3,4,5,2,2,2,1,2,1,2,1,2,8,1,4,1,2,0,2,0.454330917,0.177813431,0.10435674,4,4,1,3,0.059273861,0.172702156,0.48648603,1,2,10,10,1,1,6666,2,6666,3,1,5,1,1,6666,2,6666,6666,6666,6666,6666,10,4,3,9,6666,6666,1,1,1,1,4,2,5,2,1,2,4,6666,6666,1,1,2,1,1,5,6666,6666,1,4,4,6666,6666,6,2,6666,4,3,1,2,3,1,1,6666,9996,1,9,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,10,3,1,1,1,1,2,1,2,4,3,3,9,3,2,3,3,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,1,9996,9996,9996,1,2,1,1,9996,1,1,2,2,1,2,2,1,1,1,3,9996,9996,3,6,2,2,46,4,6,5,2022
1265,10,1,10,2,6666,6666,5,4,5,4,4,2,2,2,2,3,3,3,7,7,4,2,2,10,2,2,3,0,7,0,3,1,0,1,3,5,8,2,9,3,6,4,1,2,2,1,1,5,2,1,2,1,2,1,1,1,2,8,2,6,1,1,6,5,0.728180703,0.570705928,0.265614886,6,6,1,4,0.133003273,0.394074044,0.182122685,1,1,14,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,11,5,4,10,2,2,2,2,6,5,2,2,1,6666,2,2,1,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,9,6,9,6666,6666,2,1,1,2,1,1,1,6666,6666,1,5,5,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,5,3,1,8,3,2,2,3,1,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,2,6,2,2,1,6666,2,2,1,3,1,1,2,2,2,1,2,2,2,1,1,2,4,5,3,5,2,1,32,3,4,3,2022
520,12,1,14,10,2,2,5,4,5,5,5,2,3,2,2,3,2,3,6666,6666,6,2,2,10,1,2,1,1,8,1,3,1,2,1,3,6,9,0,10,8,7,3,2,3,2,1,4,4,2,1,1,1,2,1,1,1,3,7,1,6,3,2,6,7,2.179736055,2.844158055,2.051313974,2,2,1,2,1.766605445,3.640480211,6.443836971,1,2,13,13,1,1,6666,2,6666,7,3,6666,1,5,6666,6666,6666,6666,6666,1,6666,6,2,6666,6666,2,6666,2,6666,6666,6666,1,6666,8,6666,6666,6666,6666,2,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6,6666,6666,1,1,1,3,1,1,1,6666,6666,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,4,3,1,2,1,2,2,2,3,3,3,8,3,2,1,3,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,4,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,1,3,2,7,2,1,20,2,6666,1,2022
231,8,2,9999,6666,6666,6666,4,4,5,5,5,2,3,2,2,4,1,3,6666,7,2,2,2,10,0,0,10,0,10,0,0,0,0,0,4,6,10,1,9,8,8,4,1,2,2,4,4,4,2,1,2,1,1,1,1,1,2,5,2,3,1,2,0,5,0.450424066,0.146837798,0.095757275,3,3,1,4,0.065065023,0.174516881,0.360703685,1,2,8,8,1,1,6666,2,6666,4,1,7,1,1,6666,2,6666,6666,6666,6666,6666,10,4,4,10,6666,6666,1,1,1,1,4,2,5,1,1,2,4,6666,6666,1,1,1,1,1,6666,6666,6666,4,4,4,6666,6666,5,2,6666,5,4,2,6666,6666,1,1,6666,6666,1,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,12,6,1,1,1,3,3,1,2,4,1,2,7,4,3,5,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,2,6,1,2,1,6666,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,4,2,5,2,3,48,4,4,4,2022
1122,1,10,10,1,2,2,5,5,5,5,5,2,3,3,2,4,2,2,6666,6666,3,1,2,10,0,0,0,0,10,0,0,0,0,0,0,10,10,0,10,10,10,2,0,0,2,1,4,4,2,1,2,1,2,1,1,1,2,9,1,5,1,1,1,8,2.215685561,0.337587269,0.144300063,5,5,1,1,0.07115831,0.386093436,1.382863607,1,1,11,12,1,1,6666,2,6666,4,1,7,1,5,6666,2,6666,6666,6666,1,6666,11,5,5,11,2,6666,2,1,1,1,2,4,5,2,1,2,5,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,4,9,6666,11,6666,1,1,1,2,6666,6666,1,1,6666,6666,1,5,5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,2,2,1,2,2,2,2,2,2,2,2,6666,9,3,1,2,2,2,2,2,4,1,3,8,6,2,9999,3,2,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,1,5,2,2,2,2,3,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,4,5,2,7,2,1,32,3,3,1,2022
731,6,12,7,16,6666,6666,1,5,5,5,5,2,3,3,1,4,1,3,11,11,1,4,1,10,0,0,0,5,0,5,0,0,0,0,9,11,9,2,10,5,5,5,5,5,4,4,9999,2,1,1,2,2,2,2,1,1,2,5,2,5,3,2,8,1,0.623414941,0.039954896,0.034237539,5,5,1,2,0.034491572,0.025125482,0.301338006,1,2,12,13,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,6666,4,1,2,6,2,1,2,1,6,5,2,4,1,6666,2,2,5,6666,6666,6666,6666,6666,1,1,6666,6666,6666,6666,6666,6666,1,2,10,6666,4,2,1,2,6666,6666,1,1,6666,9996,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9999,9999,9999,1,9999,2,9999,9999,9999,9999,9999,9999,10,6,2,1,1,9999,9999,9999,2,4,3,1,5,4,2,2,3,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,0,3,9996,9996,9996,2,2,1,1,9996,1,2,1,2,2,2,2,2,1,2,3,9996,9996,4,2,4,5,51,5,6,3,2022
617,7,10,16,2,6666,6666,4,5,5,5,5,3,3,3,3,3,3,2,14,7,3,1,1,10,0,0,0,0,10,0,0,0,0,0,4,5,10,1,10,10,9,5,1,4,1,1,4,5,2,1,2,1,2,1,2,1,2,10,2,6,1,2,6,5,0.75999463,0.076219496,0.036232422,6,6,1,3,0.018729532,0.049623121,0.469082272,1,2,13,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,10,4,5,11,2,2,2,2,6,5,2,1,1,6666,2,6666,9,6666,1,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,9,6,9,6666,6666,2,1,1,2,1,1,1,6666,6666,1,6,5,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,10,6,1,1,1,2,2,2,1,5,3,1,8,4,2,5,4,1,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,8,2,2,2,6666,4,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,3,2,5,2,2,32,3,3,3,2022
1107,7,10,10,8,6666,6666,4,4,5,5,5,3,2,2,1,3,1,2,7,7,6,2,3,9,0,0,5,0,8,0,0,0,0,0,2,7,10,1,10,9,9,5,2,4,2,1,3,4,2,2,1,2,2,1,1,1,2,7,2,4,3,1,1,2,0.527810759,0.044237316,0.041826356,4,4,1,2,0.038626771,0.047998112,0.612055837,1,1,9,10,1,1,6666,2,6666,3,1,4,1,1,6666,2,6666,6666,6666,6666,6666,6,2,4,10,6666,6666,1,1,1,1,4,2,5,2,2,1,1,6666,6666,1,1,1,1,1,6666,6666,6666,2,2,2,6666,6666,2,1,6666,5,1,2,6666,6666,2,2,6666,6666,1,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,11,3,1,1,1,1,1,2,1,3,1,2,7,4,2,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,2,1,1,6666,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,3,1,4,2,6,1,5,47,4,5,5,2022
193,12,16,10,9,2,12,4,3,5,4,3,2,3,2,2,3,2,1,6666,6666,3,3,2,10,1,0,3,0,2,0,1,0,0,0,4,7,10,1,10,9,8,4,1,5,3,2,1,4,2,1,2,1,2,2,2,1,2,7,1,4,1,2,6,4,0.306206815,0.035386186,0.016357897,3,3,1,4,0.012329664,0.041908472,0.206986318,1,2,9,10,1,1,6666,2,6666,1,3,6666,1,1,6666,6666,6666,6666,6666,6666,6666,11,5,6666,6666,6666,6666,1,6666,6666,6666,5,6666,5,2,1,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,2,6,5,6666,6666,8,2,6666,1,1,2,6666,6666,1,2,6666,6666,2,2,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6666,10,3,1,1,2,1,2,2,4,3,1,7,5,3,4,3,1,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,1,4,1,1,1,1,3,2,2,3,1,3,1,1,2,2,2,1,2,1,1,2,3,5,2,5,2,2,32,3,6666,1,2022
828,1,4,4,5,6666,6666,3,3,5,3,5,3,4,3,3,3,3,3,10,10,1,4,1,10,0,0,0,7,0,0,0,0,0,10,2,5,9,0,7,8,5,1,1,0,4,4,4,1,2,1,2,1,2,2,1,1,2,7,2,6,3,1,6,9,0.704372169,0.111710167,0.084288981,6,6,1,1,0.077486093,0.134016439,0.68659245,1,1,14,15,1,3,6666,2,6666,7,2,3,6,5,6666,2,6666,6666,6666,1,1,4,1,1,1,2,2,2,2,6666,5,1,4,8,6666,6666,1,6666,2,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,11,6666,2,1,1,2,6666,6666,1,1,6666,6666,1,4,2,3,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,6666,8,3,1,9999,1,9999,9999,2,5,3,1,8,7,2,3,3,2,4,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,6666,6666,6666,2,6666,6666,1,3,6666,6666,6666,6666,6666,6666,1,5,2,2,1,6666,1,1,1,1,1,4,2,2,2,1,2,1,3,1,1,1,4,3,4,9,3,2,20,2,4,1,2022
1461,8,9999,16,8,12,8,5,4,5,5,5,3,3,2,2,3,3,2,6666,6666,4,2,9999,0,0,9999,0,0,0,0,0,0,0,0,3,7,9,1,9,8,7,4,11,2,3,4,4,4,2,1,2,2,1,2,1,1,2,5,1,5,1,1,0,5,0.556751043,0.096053838,0.045470666,5,5,3,3,0.021684004,0.052605188,3.911796594,1,1,12,12,3,3,2,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,6666,1,10,4,4,10,1,2,1,2,7,5,6,2,6,2,2,2,5,6666,6666,2,2,2,2,6666,6,6,6666,4,1,1,6666,6666,1,6666,6666,2,1,1,2,1,1,1,6666,6666,1,9,5,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,3,1,1,1,2,1,1,1,2,3,3,3,4,3,2,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,2,2,2,1,4,4,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,3,2,7,2,2,66,6,5,3,2022
704,1,8,10,6,6666,6666,4,4,4,4,4,3,2,3,3,3,3,3,8,7,3,2,2,10,0,8,6,0,6,7,1,11,5,0,3,5,10,2,10,9,8,5,11,4,3,1,4,4,2,1,2,1,1,1,1,1,1,7,2,5,3,1,4,2,1.386868269,0.173647472,0.137803772,4,4,1,2,0.104747869,0.18840996,1.608229475,1,1,11,12,1,1,6666,2,6666,4,1,7,1,5,6666,2,6666,6666,6666,1,6666,6,2,2,6,2,6666,2,1,1,1,4,6,5,2,2,2,6,6666,6666,6666,1,1,1,2,6666,6666,7,6666,2,2,6666,6666,1,4,6666,2,1,1,3,1,3,2,6666,1,1,5,5,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,1,1,1,2,2,2,2,2,4,1,1,8,5,2,2,3,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,4,6666,6666,1,7,2,2,1,6666,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,4,2,2,3,3,2,66,6,5,3,2022
1393,10,12,6,3,6666,6666,4,4,5,5,5,2,3,3,1,4,1,2,12,12,6,2,3,10,0,0,0,3,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,3,4,4,5,1,1,2,1,1,1,1,1,2,5,2,4,3,2,0,7,0.967290487,0.217894929,0.189467892,4,4,1,2,0.174869783,0.164435252,1.400295107,1,2,10,11,1,1,6666,2,6666,4,1,7,1,1,6666,2,6666,6666,6666,6666,6666,7,2,4,10,6666,6666,1,1,9999,1,4,1,4,1,2,6666,6666,6666,1,1,1,1,1,1,6666,6666,6666,2,3,6666,6666,6,4,1,6666,2,1,1,2,1,1,1,6666,6666,1,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,2,1,1,1,1,1,3,2,4,1,3,6,2,2,3,3,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,5,2,2,1,6666,2,1,1,1,1,3,2,2,2,1,2,1,2,1,1,4,1,3,3,5,2,3,55,5,1,3,2022
736,2,1,2,1,6666,6666,4,4,5,5,5,2,1,3,1,4,1,4,7,7,3,2,9999,10,0,0,0,0,10,0,0,0,0,0,5,6,11,0,10,11,11,11,11,11,2,4,4,5,2,1,2,1,1,1,1,1,2,9,2,4,1,2,0,2,0.454330917,0.075107718,0.037852592,4,4,1,3,0.021499994,0.072948735,0.48648603,1,2,10,11,1,1,6666,2,6666,4,1,7,1,1,6666,2,6666,6666,6666,6666,6666,10,4,4,10,6666,6666,1,1,1,1,4,4,4,2,2,1,4,6666,6666,1,1,1,2,1,6666,7,6666,2,3,6666,6666,3,6,3,3,2,1,1,3,1,1,2,6666,6666,1,8,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,12,10,1,1,1,1,1,2,2,5,3,3,8,3,2,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,9999,6666,6666,6666,6666,6666,6666,6666,6666,2,4,8,1,9999,5,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,3,5,4,2,5,2,3,54,5,4,3,2022
960,4,5,3,12,7,7,5,5,5,5,4,2,2,2,2,2,2,3,6666,6666,4,3,3,2,7,0,0,3,0,0,0,0,0,0,3,5,2,1,10,6,4,11,8,4,3,4,1,3,2,1,2,2,1,1,1,1,2,8,1,3,3,1,0,7,1.020061283,0.444530272,0.429793137,2,2,1,2,0.471295726,0.574598019,2.268506114,1,1,7,7,1,1,6666,2,6666,3,1,4,1,1,6666,2,6666,6666,6666,6666,6666,7,2,4,10,6666,6666,1,1,1,1,4,4,5,2,2,2,5,6666,6666,1,1,1,1,2,6666,6666,5,4,2,2,6666,6666,1,1,1,4,3,1,2,3,2,2,6666,6666,1,5,3,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,11,6,1,1,1,1,2,2,2,4,1,2,9,4,2,4,3,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,1,1,1,6666,1,1,1,1,2,2,2,2,2,1,2,2,3,2,2,3,3,2,3,7,2,5,61,6,4,4,2022
1258,12,8,12,16,12,2,4,4,5,5,4,1,2,2,2,3,2,2,6666,6666,5,2,2,10,0,3,1,0,9,1,1,1,0,0,3,5,10,1,9,9,7,2,0,2,2,4,4,4,2,1,2,1,2,2,1,1,2,5,1,2,1,1,8,1,0.467817907,0.079182601,0.082712135,2,2,1,4,0.093103856,0.113037725,0.267083475,1,1,6,7,1,1,6666,2,6666,1,3,6666,1,1,6666,6666,6666,6666,6666,6666,6666,11,5,6666,6666,6666,6666,1,6666,6666,6666,4,6666,5,2,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,1,6,5,6666,6666,7,4,6666,1,1,2,6666,6666,2,3,4,2,2,3,4,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6666,9,3,1,1,2,1,1,2,4,3,2,6,3,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,2,2,1,6666,2,1,1,1,1,5,2,1,2,2,2,1,2,1,1,2,4,7,2,5,2,4,36,3,6666,1,2022
1360,12,16,12,1,6666,6666,1,3,5,5,5,2,4,2,3,4,4,3,9,9,2,3,1,10,0,1,1,3,0,3,10,3,0,0,3,7,10,0,10,10,7,3,1,2,4,9999,1,4,1,1,2,1,1,2,1,1,1,10,2,6,1,1,6,9,0.794679691,0.377015947,0.20413398,6,6,1,3,0.111415109,0.269570031,0.448715521,1,1,14,14,1,1,6666,2,6666,7,3,6666,6,5,6666,6666,6666,6666,6666,1,6666,10,4,6666,6666,2,6666,2,6666,6666,6666,4,6666,5,6666,1,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6,5,6666,6666,11,4,6666,1,1,2,6666,6666,1,1,6666,6666,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,9999,2,9999,9999,9999,9999,9999,9999,6666,8,3,1,1,2,2,2,2,4,3,1,7,5,3,5,4,1,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,2,8,3,3,9999,6666,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,4,2,3,5,3,2,36,3,6666,1,2022
679,2,16,7,2,2,1,4,4,5,5,5,2,3,1,1,4,2,2,6666,6666,3,2,2,10,0,7,3,0,9,0,0,0,7,0,4,5,10,2,10,9,8,3,3,4,2,9999,1,5,1,2,2,1,1,1,1,1,2,9,1,6,2,1,0,2,0.635136846,0.236426761,0.211398206,6,6,1,3,0.141602662,0.169558473,0.289999657,1,1,13,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,9,3,1,5,2,2,2,2,6,5,4,1,5,6666,2,6666,6,6666,1,6666,6666,6666,1,6666,6666,6666,6666,6666,5,4,6666,6666,8,3,6666,2,1,1,3,1,1,1,6666,6666,1,7,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,10,6,1,1,1,1,2,1,2,4,1,1,9,6,2,3,3,1,5,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,2,2,6666,6666,6666,6666,1,7,2,2,1,6666,2,2,2,2,4,2,1,2,2,1,2,1,2,1,1,3,5,4,2,5,2,2,47,4,6,3,2022
12,8,12,1,7,6666,6666,4,5,5,5,4,2,3,2,4,4,3,4,5,5,6,2,1,10,2,2,6,1,1,3,1,4,0,1,1,1,0,3,1,1,1,6,5,0,3,1,1,2,2,2,1,2,1,2,1,1,2,6,2,5,3,1,6,9,0.658871762,0.262260297,0.219252077,5,5,1,2,0.234014108,0.203220702,0.459824094,1,1,12,13,1,1,6666,2,6666,3,1,3,1,5,6666,2,6666,6666,6666,1,6666,4,1,5,11,2,6666,2,1,1,1,2,2,1,2,2,2,1,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,2,2,11,6666,6666,2,1,2,6666,6666,1,1,6666,6666,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,2,2,2,2,2,2,2,2,11,8,1,2,2,2,2,2,2,3,1,4,5,3,1,2,3,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,1,2,4,6666,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,3,1,2,7,2,4,66,6,4,3,2022
